Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 10,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25,1,0,0,0,0,25
Value 11,2,5,0,10,0,25,2,5,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,4,0,10,0,25,2,4,0,10,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25,2,0,0,0,0,25
Value 12,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25,3,0,0,0,0,25
Value 13,4,5,0,10,0,25,4,5,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,4,0,10,0,25,4,4,0,10,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25,4,0,0,0,0,25
Value 14,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25,5,0,0,0,0,25
Value 15,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,1,0,10,0,13,6,1,0,10,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13,6,0,0,0,0,13
Value 16,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13,7,0,0,0,0,13
Value 17,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,1,0,10,0,13,0,1,0,10,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13
Value 18,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13,1,0,0,0,0,13
Value 19,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,1,0,10,0,13,2,1,0,10,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13,2,0,0,0,0,13
Value 20,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13,3,0,0,0,0,13
Value 21,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,1,0,10,0,13,4,1,0,10,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13,4,0,0,0,0,13
Value 22,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6
Value 23,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6
Value 24,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6
Value 25,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6
Value 26,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,1,0,10,0,6,1,1,0,10,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,1,0,10,0,6,1,1,0,10,0,6,1,1,0,10,0,6,1,1,0,10,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,1,0,10,0,6,1,1,0,10,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6,1,0,0,0,0,6
Value 27,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6,2,0,0,0,0,6
Value 28,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,1,0,10,0,6,3,1,0,10,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,1,0,10,0,6,3,1,0,10,0,6,3,1,0,10,0,6,3,1,0,10,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,1,0,10,0,6,3,1,0,10,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,6
Value 29,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,6
Value 30,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,1,0,10,0,6,5,1,0,10,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,6
Value 31,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6
Value 32,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,1,0,10,0,6,7,1,0,10,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,0,6
